PersonaID,AgeGroup,Gender,EducationLevel,OccupationSector,Region,PoliticalIdeology,Trust_ScienceInstitutions,Belief_ClimateExists,Emotional_WorryAboutClimate,BehaviouralOrientation,SocialConnectivity
P0601,45+,Female,High School or less,Farming/Agriculture,Global South,Liberal,High,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0352,18-24,Female,High School or less,Public sector,US Northeast,Liberal,Very high,Strongly agree,Somewhat worried,Neutral,Medium
P0409,25-34,Female,Master’s/PhD,Service/Office,US Northeast,Liberal,High,Strongly agree,Very worried,Neutral,Medium
P0413,18-24,Other/Non-binary,High School or less,Service/Office,Global South,Liberal,Low,Strongly agree,Somewhat not worried,Not oriented to action,Medium
P0509,18-24,Male,Bachelor’s,Tech/IT,Europe-North,Moderate Liberal,Low,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0456,18-24,Female,Bachelor’s,Environmental/NGO,US Northeast,Liberal,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0507,35-44,Male,Bachelor’s,Education/Academic,US Midwest,Centrist,Low,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0506,18-24,Female,Bachelor’s,Public sector,US Northeast,Moderate Conservative,High,Strongly agree,Somewhat worried,Neutral,Low
P0505,18-24,Male,Master’s/PhD,Tech/IT,US West,Moderate Conservative,Moderate,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0503,35-44,Female,Bachelor’s,Service/Office,US Northeast,Centrist,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0502,18-24,Female,Master’s/PhD,Farming/Agriculture,US West,Moderate Conservative,Moderate,Strongly agree,Somewhat worried,Neutral,High
P0458,18-24,Female,High School or less,Education/Academic,Europe-North,Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0999,35-44,Other/Non-binary,Bachelor’s,Education/Academic,Global South,Moderate Conservative,Very high,Strongly agree,Very worried,Neutral,Low
P0498,35-44,Other/Non-binary,Bachelor’s,Construction/Outdoor,US West,Liberal,Moderate,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0497,45+,Male,High School or less,Farming/Agriculture,Global South,Moderate Liberal,High,Strongly agree,Very worried,Somewhat inactive,Medium
P0495,35-44,Female,Master’s/PhD,Tech/IT,Global South,Liberal,Moderate,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0494,45+,Male,High School or less,Farming/Agriculture,US West,Liberal,High,Strongly agree,Very worried,Neutral,Low
P0466,25-34,Male,High School or less,Manufacturing/Industrial,US West,Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0467,25-34,Male,High School or less,Construction/Outdoor,Global South,Moderate Liberal,High,Strongly agree,Somewhat worried,Neutral,Medium
P0491,25-34,Female,Bachelor’s,Construction/Outdoor,Global South,Liberal,Low,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0490,45+,Male,Bachelor’s,Education/Academic,US Midwest,Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0488,18-24,Female,High School or less,Service/Office,Global South,Moderate Liberal,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0487,35-44,Male,High School or less,Service/Office,Global South,Moderate Liberal,High,Strongly agree,Very worried,Somewhat inactive,High
P0486,18-24,Other/Non-binary,Bachelor’s,Education/Academic,Europe-North,Liberal,High,Strongly agree,Not worried at all,Somewhat inactive,Low
P0470,45+,Female,Bachelor’s,Tech/IT,Global South,Centrist,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0484,35-44,Male,Master’s/PhD,Farming/Agriculture,US West,Moderate Conservative,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0480,45+,Female,High School or less,Environmental/NGO,Europe-North,Liberal,Very high,Strongly agree,Somewhat worried,Neutral,Medium
P0511,35-44,Male,Bachelor’s,Service/Office,US West,Conservative,Moderate,Strongly agree,Somewhat worried,Neutral,Low
P0512,35-44,Female,High School or less,Farming/Agriculture,US South,Liberal,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0514,18-24,Female,High School or less,Service/Office,US South,Moderate Conservative,Low,Strongly agree,Somewhat not worried,Not oriented to action,High
P0515,45+,Female,High School or less,Public sector,Global South,Centrist,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0415,35-44,Male,Bachelor’s,Manufacturing/Industrial,Europe-North,Liberal,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0416,35-44,Female,Master’s/PhD,Construction/Outdoor,US Midwest,Moderate Liberal,High,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0546,25-34,Female,High School or less,Construction/Outdoor,US South,Moderate Liberal,Very low,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0545,35-44,Female,Bachelor’s,Service/Office,Europe-North,Liberal,High,Strongly agree,Very worried,Somewhat inactive,High
P0420,18-24,Male,High School or less,Service/Office,Europe-North,Liberal,Low,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0542,45+,Male,Bachelor’s,Tech/IT,Global South,Liberal,Very high,Strongly agree,Very worried,Neutral,Low
P0424,25-34,Male,Bachelor’s,Service/Office,US South,Moderate Liberal,High,Strongly agree,Somewhat worried,Neutral,High
P0539,45+,Other/Non-binary,Bachelor’s,Construction/Outdoor,Global South,Moderate Liberal,High,Strongly agree,Not worried at all,Somewhat inactive,Low
P0425,25-34,Male,Bachelor’s,Education/Academic,US Midwest,Liberal,Moderate,Strongly agree,Very worried,Neutral,Medium
P0537,18-24,Female,High School or less,Service/Office,Global South,Moderate Liberal,Very high,Strongly agree,Somewhat worried,Neutral,Medium
P0429,18-24,Female,High School or less,Construction/Outdoor,Europe-North,Liberal,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0411,35-44,Female,Bachelor’s,Manufacturing/Industrial,Europe-North,Liberal,High,Strongly agree,Very worried,Neutral,Low
P0432,45+,Male,High School or less,Public sector,Europe-North,Liberal,Moderate,Strongly agree,Very worried,Somewhat inactive,Medium
P0434,35-44,Female,Master’s/PhD,Education/Academic,US Northeast,Centrist,High,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0530,45+,Female,High School or less,Service/Office,US West,Centrist,High,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0528,35-44,Male,Bachelor’s,Education/Academic,Other,Moderate Conservative,Very low,Strongly agree,Somewhat worried,Somewhat inactive,High
P0439,45+,Female,High School or less,Tech/IT,US South,Liberal,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0440,35-44,Female,Bachelor’s,Public sector,US West,Liberal,High,Strongly agree,Very worried,Neutral,Medium
P0525,45+,Female,Master’s/PhD,Farming/Agriculture,US West,Centrist,High,Strongly agree,Very worried,Neutral,Low
P0524,18-24,Male,High School or less,Environmental/NGO,Europe-North,Moderate Conservative,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0448,45+,Female,Bachelor’s,Construction/Outdoor,Global South,Liberal,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0519,45+,Male,Master’s/PhD,Service/Office,Other,Centrist,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0453,25-34,Male,Bachelor’s,Farming/Agriculture,US West,Centrist,High,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0516,25-34,Male,Bachelor’s,Public sector,US West,Liberal,High,Strongly agree,Very worried,Neutral,Low
P0433,35-44,Male,Bachelor’s,Construction/Outdoor,US South,Moderate Liberal,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0221,35-44,Male,High School or less,Service/Office,US Northeast,Moderate Liberal,Very high,Strongly agree,Not worried at all,Somewhat inactive,Medium
P0351,18-24,Female,Master’s/PhD,Service/Office,US West,Moderate Liberal,High,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0623,45+,Male,High School or less,Education/Academic,Global South,Liberal,Very high,Strongly agree,Very worried,Neutral,Medium
P0259,45+,Male,High School or less,Public sector,Global South,Moderate Liberal,Very high,Strongly agree,Somewhat worried,Neutral,Low
P0732,35-44,Female,Bachelor’s,Public sector,US Midwest,Centrist,Low,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0731,25-34,Female,Master’s/PhD,Education/Academic,Other,Moderate Conservative,High,Strongly agree,Somewhat worried,Neutral,High
P0729,25-34,Male,High School or less,Tech/IT,US West,Moderate Conservative,High,Strongly agree,Very worried,Neutral,Medium
P0726,18-24,Female,Master’s/PhD,Service/Office,US South,Conservative,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0725,45+,Female,Bachelor’s,Manufacturing/Industrial,US West,Conservative,Low,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0266,45+,Female,Bachelor’s,Manufacturing/Industrial,US West,Liberal,High,Strongly agree,Very worried,Neutral,Low
P0722,35-44,Female,Bachelor’s,Tech/IT,Other,Moderate Conservative,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0721,25-34,Male,Master’s/PhD,Service/Office,Europe-North,Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0719,45+,Male,Bachelor’s,Service/Office,US West,Centrist,Very high,Strongly agree,Very worried,Neutral,High
P0268,45+,Other/Non-binary,Bachelor’s,Public sector,US West,Liberal,High,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0717,25-34,Male,Bachelor’s,Manufacturing/Industrial,Global South,Liberal,Very low,Strongly agree,Somewhat worried,Neutral,Medium
P0715,25-34,Male,Bachelor’s,Farming/Agriculture,Global South,Liberal,High,Strongly agree,Very worried,Neutral,High
P0272,45+,Female,Master’s/PhD,Service/Office,US South,Liberal,Very high,Strongly agree,Very worried,Neutral,Medium
P0712,25-34,Female,Master’s/PhD,Tech/IT,US Northeast,Moderate Liberal,High,Strongly agree,Very worried,Neutral,Low
P0275,45+,Male,Bachelor’s,Tech/IT,US West,Liberal,Low,Strongly agree,Very worried,Somewhat inactive,High
P0276,25-34,Male,Bachelor’s,Tech/IT,Global South,Moderate Liberal,High,Strongly agree,Somewhat worried,Neutral,Low
P0277,18-24,Male,Bachelor’s,Manufacturing/Industrial,Europe-North,Centrist,High,Strongly agree,Somewhat worried,Neutral,High
P0707,18-24,Male,High School or less,Manufacturing/Industrial,Europe-North,Liberal,High,Strongly agree,Very worried,Somewhat inactive,Medium
P0278,45+,Male,Bachelor’s,Service/Office,Europe-North,Liberal,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0279,25-34,Female,High School or less,Manufacturing/Industrial,US Northeast,Moderate Conservative,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0703,18-24,Female,Master’s/PhD,Construction/Outdoor,US Northeast,Liberal,High,Strongly agree,Very worried,Neutral,Low
P0702,25-34,Male,High School or less,Public sector,US South,Moderate Conservative,Moderate,Strongly agree,Very worried,Neutral,Low
P0258,45+,Male,Master’s/PhD,Service/Office,Europe-North,Centrist,High,Strongly agree,Very worried,Somewhat inactive,High
P0735,45+,Other/Non-binary,Bachelor’s,Manufacturing/Industrial,US Midwest,Liberal,High,Strongly agree,Somewhat worried,Neutral,High
P0736,45+,Male,Bachelor’s,Service/Office,Global South,Liberal,High,Strongly agree,Very worried,Neutral,Medium
P0256,45+,Female,High School or less,Public sector,US South,Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0774,18-24,Male,Bachelor’s,Construction/Outdoor,Europe-North,Liberal,High,Strongly agree,Very worried,Neutral,Low
P0773,35-44,Male,Bachelor’s,Farming/Agriculture,Global South,Liberal,High,Strongly agree,Very worried,Neutral,Medium
P0226,18-24,Male,High School or less,Farming/Agriculture,US West,Moderate Liberal,Moderate,Strongly agree,Very worried,Neutral,Medium
P0770,45+,Female,Master’s/PhD,Service/Office,US South,Liberal,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0228,25-34,Female,Master’s/PhD,Education/Academic,Europe-North,Centrist,High,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0229,45+,Male,Bachelor’s,Manufacturing/Industrial,Other,Moderate Liberal,Very low,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0231,25-34,Female,Bachelor’s,Service/Office,US South,Moderate Conservative,Very high,Strongly agree,Somewhat worried,Somewhat inactive,High
P0765,18-24,Female,Master’s/PhD,Tech/IT,US South,Centrist,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0764,35-44,Female,Master’s/PhD,Service/Office,US Midwest,Liberal,High,Strongly agree,Somewhat worried,Neutral,Low
P0763,45+,Female,Bachelor’s,Tech/IT,Global South,Liberal,Low,Strongly agree,Neutral / not very worried,Neutral,Low
P0762,25-34,Other/Non-binary,Bachelor’s,Farming/Agriculture,Other,Liberal,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0281,45+,Female,Bachelor’s,Public sector,Global South,Moderate Conservative,Moderate,Strongly agree,Very worried,Neutral,Low
P0761,18-24,Male,Bachelor’s,Farming/Agriculture,Europe-North,Moderate Liberal,High,Strongly agree,Very worried,Somewhat inactive,High
P0758,45+,Other/Non-binary,Bachelor’s,Construction/Outdoor,US West,Liberal,Moderate,Strongly agree,Somewhat worried,Neutral,Low
P0236,18-24,Female,High School or less,Tech/IT,US West,Moderate Conservative,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0755,45+,Male,High School or less,Construction/Outdoor,US Midwest,Centrist,Very low,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0753,18-24,Other/Non-binary,Master’s/PhD,Construction/Outdoor,Global South,Liberal,High,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0752,35-44,Female,High School or less,Education/Academic,Global South,Liberal,Moderate,Strongly agree,Somewhat worried,Somewhat inactive,High
P0751,45+,Female,High School or less,Tech/IT,US West,Liberal,Very high,Strongly agree,Somewhat worried,Neutral,High
P0748,45+,Female,High School or less,Education/Academic,Europe-North,Moderate Conservative,Very low,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0249,45+,Male,Bachelor’s,Manufacturing/Industrial,Global South,Moderate Liberal,Moderate,Strongly agree,Somewhat worried,Neutral,Medium
P0253,45+,Male,High School or less,Construction/Outdoor,Global South,Liberal,Moderate,Strongly agree,Very worried,Neutral,Medium
P0254,25-34,Female,Bachelor’s,Education/Academic,US South,Moderate Liberal,Very high,Strongly agree,Somewhat worried,Neutral,High
P0477,25-34,Female,Master’s/PhD,Manufacturing/Industrial,Other,Moderate Liberal,Very low,Strongly agree,Very worried,Neutral,Low
P0760,25-34,Female,Master’s/PhD,Tech/IT,US West,Liberal,Very low,Strongly agree,Neutral / not very worried,Neutral,High
P0622,35-44,Male,High School or less,Tech/IT,US Midwest,Moderate Liberal,Very low,Strongly agree,Very worried,Neutral,High
P0285,25-34,Male,Bachelor’s,Service/Office,Europe-North,Liberal,High,Strongly agree,Neutral / not very worried,Neutral,High
P0287,35-44,Male,Master’s/PhD,Construction/Outdoor,Other,Moderate Liberal,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0312,18-24,Male,High School or less,Manufacturing/Industrial,Global South,Moderate Liberal,Low,Strongly agree,Very worried,Neutral,Low
P0315,25-34,Female,Master’s/PhD,Tech/IT,US Midwest,Moderate Liberal,High,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0319,35-44,Male,Master’s/PhD,Farming/Agriculture,US South,Centrist,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0320,45+,Male,High School or less,Service/Office,Europe-North,Liberal,Moderate,Strongly agree,Very worried,Neutral,Medium
P0656,45+,Female,High School or less,Environmental/NGO,US South,Centrist,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0321,35-44,Male,Bachelor’s,Construction/Outdoor,Europe-North,Conservative,Moderate,Strongly agree,Somewhat worried,Neutral,Medium
P0653,45+,Female,High School or less,Service/Office,Global South,Moderate Liberal,Very low,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0323,35-44,Female,High School or less,Construction/Outdoor,US Midwest,Moderate Conservative,Low,Strongly agree,Very worried,Somewhat inactive,Low
P0649,25-34,Male,Bachelor’s,Manufacturing/Industrial,US Northeast,Liberal,High,Strongly agree,Somewhat worried,Neutral,Medium
P0648,25-34,Female,High School or less,Manufacturing/Industrial,US Midwest,Liberal,High,Strongly agree,Very worried,Neutral,Medium
P0647,25-34,Female,Master’s/PhD,Service/Office,Global South,Centrist,High,Strongly agree,Very worried,Somewhat inactive,Medium
P0645,35-44,Female,Bachelor’s,Tech/IT,Global South,Moderate Conservative,Moderate,Strongly agree,Very worried,Neutral,Medium
P0644,45+,Male,Master’s/PhD,Tech/IT,US West,Liberal,High,Strongly agree,Somewhat not worried,Not oriented to action,Low
P0337,18-24,Male,Bachelor’s,Service/Office,Europe-North,Liberal,High,Strongly agree,Somewhat worried,Neutral,Medium
P0338,45+,Female,Master’s/PhD,Education/Academic,Other,Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0339,45+,Female,High School or less,Public sector,Other,Moderate Liberal,Moderate,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0340,45+,Male,High School or less,Public sector,US Midwest,Centrist,Very low,Strongly agree,Neutral / not very worried,Not oriented to action,High
P0630,45+,Male,High School or less,Education/Academic,Europe-North,Centrist,Very low,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0345,35-44,Female,High School or less,Service/Office,Global South,Centrist,Very low,Strongly agree,Somewhat not worried,Not oriented to action,Low
P0346,45+,Male,Master’s/PhD,Service/Office,Europe-North,Liberal,Very high,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0347,45+,Other/Non-binary,High School or less,Service/Office,Europe-North,Centrist,High,Strongly agree,Very worried,Somewhat inactive,High
P0348,45+,Female,Master’s/PhD,Public sector,Other,Centrist,High,Strongly agree,Very worried,Neutral,Low
P0350,35-44,Female,Bachelor’s,Manufacturing/Industrial,US West,Liberal,High,Strongly agree,Somewhat worried,Somewhat inactive,Low
P0311,35-44,Male,High School or less,Service/Office,Global South,Liberal,High,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0310,45+,Male,High School or less,Service/Office,US South,Conservative,Moderate,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0664,35-44,Female,Bachelor’s,Education/Academic,Global South,Liberal,High,Strongly agree,Very worried,Neutral,High
P0665,18-24,Female,High School or less,Education/Academic,Other,Moderate Liberal,Very high,Strongly agree,Somewhat worried,Neutral,Medium
P0288,25-34,Female,Bachelor’s,Education/Academic,Global South,Moderate Conservative,Moderate,Strongly agree,Somewhat worried,Neutral,High
P0695,18-24,Female,Bachelor’s,Construction/Outdoor,US Midwest,Centrist,Moderate,Strongly agree,Somewhat not worried,Not oriented to action,High
P0290,45+,Female,Bachelor’s,Construction/Outdoor,US Northeast,Moderate Liberal,Moderate,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0693,25-34,Female,High School or less,Farming/Agriculture,Europe-North,Centrist,Very low,Strongly agree,Somewhat worried,Somewhat inactive,High
P0293,25-34,Female,High School or less,Environmental/NGO,Europe-North,Moderate Liberal,Moderate,Strongly agree,Somewhat worried,Neutral,Medium
P0690,25-34,Male,Master’s/PhD,Tech/IT,US South,Moderate Liberal,High,Strongly agree,Very worried,Neutral,Low
P0686,18-24,Female,Bachelor’s,Tech/IT,Global South,Conservative,High,Strongly agree,Very worried,Neutral,High
P0685,35-44,Male,Bachelor’s,Service/Office,Global South,Moderate Liberal,High,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0684,45+,Female,Master’s/PhD,Service/Office,Europe-North,Liberal,Very high,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0683,35-44,Male,Bachelor’s,Public sector,Europe-North,Liberal,High,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0680,18-24,Male,Bachelor’s,Tech/IT,Other,Liberal,Very high,Strongly agree,Somewhat worried,Neutral,Low
P0698,45+,Female,Bachelor’s,Tech/IT,US South,Centrist,Low,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0679,45+,Female,Master’s/PhD,Environmental/NGO,Other,Conservative,Low,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0302,18-24,Female,High School or less,Manufacturing/Industrial,Global South,Liberal,Low,Strongly agree,Very worried,Somewhat inactive,Medium
P0676,25-34,Female,High School or less,Construction/Outdoor,Other,Moderate Liberal,Very high,Strongly agree,Somewhat worried,Neutral,High
P0675,35-44,Female,High School or less,Construction/Outdoor,US Northeast,Liberal,High,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0303,35-44,Male,Master’s/PhD,Service/Office,US Northeast,Liberal,High,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0304,35-44,Female,High School or less,Tech/IT,US South,Liberal,High,Strongly agree,Neutral / not very worried,Neutral,Medium
P0306,45+,Male,High School or less,Education/Academic,US Midwest,Moderate Conservative,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0307,45+,Male,Bachelor’s,Farming/Agriculture,Other,Moderate Conservative,Moderate,Strongly agree,Somewhat worried,Neutral,Medium
P0670,35-44,Male,Master’s/PhD,Education/Academic,US West,Moderate Liberal,Very high,Strongly agree,Very worried,Neutral,Low
P0669,25-34,Male,High School or less,Education/Academic,US South,Centrist,Low,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0309,45+,Male,Bachelor’s,Construction/Outdoor,US Midwest,Liberal,High,Strongly agree,Somewhat worried,Neutral,Medium
P0666,18-24,Female,Master’s/PhD,Tech/IT,Europe-North,Moderate Liberal,Very high,Strongly agree,Somewhat worried,Neutral,High
P0678,18-24,Female,Master’s/PhD,Farming/Agriculture,Europe-North,Moderate Liberal,Moderate,Strongly agree,Very worried,Neutral,Medium
P0001,35-44,Male,High School or less,Manufacturing/Industrial,Global South,Moderate Conservative,Very low,Strongly agree,Very worried,Neutral,Medium
