PersonaID,AgeGroup,Gender,EducationLevel,OccupationSector,Region,PoliticalIdeology,Trust_ScienceInstitutions,Belief_ClimateExists,Belief_HumanContribution,Emotional_WorryAboutClimate,BehaviouralOrientation,SocialConnectivity
P0757,35-44,Female,Master’s/PhD,Service/Office,Europe-North,Liberal,Very high,Slightly agree,Strongly agree,Very worried,Neutral,Medium
P0758,45+,Other/Non-binary,Bachelor’s,Construction/Outdoor,US West,Liberal,Moderate,Strongly agree,Strongly agree,Somewhat worried,Neutral,Low
P0759,25-34,Male,High School or less,Service/Office,Europe-North,Centrist,Very high,Neutral,Strongly disagree,Neutral / not very worried,Not oriented to action,High
P0760,25-34,Female,Master’s/PhD,Tech/IT,US West,Liberal,Very low,Strongly agree,Strongly agree,Neutral / not very worried,Neutral,High
P0761,18-24,Male,Bachelor’s,Farming/Agriculture,Europe-North,Moderate Liberal,High,Strongly agree,Neutral,Very worried,Somewhat inactive,High
P0762,25-34,Other/Non-binary,Bachelor’s,Farming/Agriculture,Other,Liberal,Moderate,Strongly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0763,45+,Female,Bachelor’s,Tech/IT,Global South,Liberal,Low,Strongly agree,Slightly agree,Neutral / not very worried,Neutral,Low
P0764,35-44,Female,Master’s/PhD,Service/Office,US Midwest,Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,Low
P0765,18-24,Female,Master’s/PhD,Tech/IT,US South,Centrist,Moderate,Strongly agree,Strongly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0766,25-34,Male,Master’s/PhD,Public sector,Global South,Moderate Liberal,Moderate,Slightly disagree,Slightly agree,Somewhat worried,Somewhat inactive,High
P0767,18-24,Female,Master’s/PhD,Construction/Outdoor,US Northeast,Moderate Conservative,High,Neutral,Neutral,Not worried at all,Not oriented to action,Medium
P0768,35-44,Female,Bachelor’s,Service/Office,Other,Conservative,Low,Neutral,Neutral,Somewhat not worried,Somewhat inactive,Low
P0769,45+,Female,Bachelor’s,Manufacturing/Industrial,Global South,Conservative,Low,Strongly disagree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0770,45+,Female,Master’s/PhD,Service/Office,US South,Liberal,Moderate,Strongly agree,Strongly disagree,Somewhat worried,Somewhat inactive,Medium
P0771,25-34,Male,Master’s/PhD,Manufacturing/Industrial,Europe-North,Moderate Conservative,Very high,Slightly agree,Strongly agree,Very worried,Neutral,Low
P0772,35-44,Male,High School or less,Public sector,Europe-North,Moderate Conservative,Very high,Neutral,Strongly agree,Somewhat worried,Neutral,Medium
P0773,35-44,Male,Bachelor’s,Farming/Agriculture,Global South,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0774,18-24,Male,Bachelor’s,Construction/Outdoor,Europe-North,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0775,18-24,Male,Master’s/PhD,Construction/Outdoor,US West,Moderate Liberal,High,Neutral,Strongly agree,Very worried,Neutral,High
P0776,25-34,Female,Master’s/PhD,Construction/Outdoor,US Midwest,Centrist,Moderate,Strongly agree,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0777,45+,Male,Master’s/PhD,Public sector,Europe-North,Conservative,Moderate,Neutral,Strongly agree,Very worried,Neutral,High
P0778,18-24,Female,Master’s/PhD,Manufacturing/Industrial,Europe-North,Moderate Liberal,Low,Slightly agree,Slightly agree,Very worried,Neutral,Medium
P0779,45+,Male,High School or less,Service/Office,US South,Moderate Conservative,Very low,Strongly disagree,Slightly agree,Somewhat not worried,Somewhat inactive,High
P0780,45+,Female,Bachelor’s,Service/Office,US Midwest,Conservative,Moderate,Slightly disagree,Strongly agree,Very worried,Neutral,High
P0781,45+,Other/Non-binary,Bachelor’s,Tech/IT,US Northeast,Liberal,High,Strongly agree,Slightly agree,Very worried,Neutral,Medium
P0782,35-44,Female,Bachelor’s,Manufacturing/Industrial,US South,Moderate Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,High
P0783,18-24,Female,High School or less,Service/Office,Other,Liberal,High,Neutral,Strongly agree,Somewhat worried,Neutral,High
P0784,18-24,Female,Master’s/PhD,Manufacturing/Industrial,Global South,Moderate Liberal,Moderate,Slightly agree,Slightly agree,Somewhat worried,Neutral,Medium
P0785,25-34,Female,High School or less,Education/Academic,US Midwest,Centrist,Very low,Neutral,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0786,18-24,Female,High School or less,Education/Academic,Other,Liberal,Low,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0787,45+,Female,Master’s/PhD,Environmental/NGO,Global South,Moderate Liberal,Moderate,Slightly disagree,Strongly agree,Somewhat worried,Neutral,Low
P0788,35-44,Male,Bachelor’s,Tech/IT,US Midwest,Liberal,Moderate,Slightly agree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0789,35-44,Female,Master’s/PhD,Construction/Outdoor,Global South,Moderate Liberal,Moderate,Strongly agree,Strongly agree,Very worried,Neutral,High
P0790,25-34,Female,Master’s/PhD,Education/Academic,US West,Moderate Conservative,High,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0791,18-24,Male,High School or less,Farming/Agriculture,US Midwest,Conservative,Very low,Neutral,Strongly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0792,45+,Female,High School or less,Service/Office,Europe-North,Moderate Liberal,Very high,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0793,35-44,Male,High School or less,Education/Academic,Global South,Liberal,Very low,Strongly agree,Strongly disagree,Somewhat worried,Somewhat inactive,Low
P0794,45+,Female,High School or less,Education/Academic,US West,Moderate Conservative,Very low,Neutral,Slightly disagree,Somewhat not worried,Not oriented to action,Medium
P0795,25-34,Female,Master’s/PhD,Education/Academic,US Midwest,Liberal,Moderate,Strongly agree,Slightly disagree,Very worried,Somewhat inactive,High
P0796,18-24,Female,High School or less,Service/Office,Global South,Centrist,Very high,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0797,18-24,Male,High School or less,Public sector,Other,Liberal,Moderate,Slightly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0798,18-24,Female,Master’s/PhD,Tech/IT,US Northeast,Liberal,Very high,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0799,45+,Male,Bachelor’s,Service/Office,Global South,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0800,18-24,Male,Bachelor’s,Tech/IT,US Midwest,Moderate Conservative,Very high,Slightly agree,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0801,45+,Male,Bachelor’s,Construction/Outdoor,Europe-North,Liberal,Low,Strongly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,High
P0802,18-24,Male,High School or less,Environmental/NGO,US West,Centrist,High,Slightly disagree,Slightly disagree,Somewhat not worried,Not oriented to action,Medium
P0803,18-24,Female,Bachelor’s,Tech/IT,US Midwest,Moderate Conservative,High,Slightly disagree,Strongly agree,Very worried,Neutral,Low
P0804,35-44,Other/Non-binary,Master’s/PhD,Tech/IT,US Northeast,Liberal,Moderate,Strongly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0805,45+,Female,Bachelor’s,Farming/Agriculture,Europe-North,Conservative,High,Strongly agree,Strongly disagree,Very worried,Somewhat inactive,Medium
P0806,25-34,Male,Bachelor’s,Service/Office,Global South,Moderate Liberal,Low,Slightly agree,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0807,35-44,Female,Master’s/PhD,Service/Office,Europe-North,Moderate Liberal,High,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0808,18-24,Other/Non-binary,High School or less,Tech/IT,Other,Conservative,High,Neutral,Neutral,Somewhat not worried,Somewhat inactive,Low
P0809,25-34,Male,Master’s/PhD,Environmental/NGO,Other,Liberal,Moderate,Strongly agree,Strongly agree,Not worried at all,Somewhat inactive,Low
P0810,25-34,Male,Master’s/PhD,Service/Office,Global South,Moderate Conservative,Very high,Slightly disagree,Slightly agree,Very worried,Neutral,Medium
P0811,18-24,Male,Bachelor’s,Education/Academic,US Midwest,Liberal,Moderate,Slightly agree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0812,25-34,Female,Bachelor’s,Manufacturing/Industrial,US Midwest,Conservative,Very high,Strongly disagree,Strongly agree,Very worried,Neutral,Low
P0813,35-44,Female,Bachelor’s,Education/Academic,Other,Centrist,Moderate,Slightly agree,Strongly agree,Not worried at all,Somewhat inactive,Medium
P0814,45+,Male,High School or less,Tech/IT,US South,Liberal,Low,Strongly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0815,25-34,Female,Master’s/PhD,Construction/Outdoor,Global South,Centrist,Very high,Strongly agree,Strongly agree,Somewhat worried,Neutral,Low
P0816,18-24,Male,Bachelor’s,Farming/Agriculture,Europe-North,Moderate Conservative,High,Neutral,Slightly agree,Very worried,Neutral,Medium
P0817,45+,Female,Bachelor’s,Education/Academic,US Northeast,Moderate Liberal,Low,Strongly agree,Slightly agree,Somewhat worried,Neutral,Medium
P0818,18-24,Female,Bachelor’s,Environmental/NGO,Global South,Liberal,High,Slightly agree,Strongly agree,Neutral / not very worried,Neutral,High
P0819,35-44,Male,Bachelor’s,Public sector,US South,Liberal,High,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0820,45+,Female,Master’s/PhD,Construction/Outdoor,Other,Centrist,Moderate,Neutral,Slightly disagree,Somewhat worried,Somewhat inactive,Low
P0821,25-34,Male,Master’s/PhD,Service/Office,Global South,Moderate Conservative,High,Slightly agree,Slightly agree,Very worried,Neutral,High
P0822,35-44,Female,Master’s/PhD,Construction/Outdoor,Global South,Centrist,Low,Neutral,Strongly agree,Very worried,Neutral,Medium
P0823,45+,Male,High School or less,Service/Office,US Northeast,Liberal,Low,Strongly agree,Neutral,Somewhat worried,Neutral,Low
P0824,35-44,Male,High School or less,Tech/IT,US Northeast,Conservative,Moderate,Strongly disagree,Slightly disagree,Very worried,Somewhat inactive,Medium
P0825,45+,Other/Non-binary,Bachelor’s,Tech/IT,Europe-North,Moderate Liberal,Low,Slightly agree,Neutral,Neutral / not very worried,Somewhat inactive,Low
P0826,25-34,Female,High School or less,Public sector,US South,Liberal,Moderate,Strongly agree,Slightly agree,Somewhat worried,Neutral,High
P0827,35-44,Female,Master’s/PhD,Service/Office,US Northeast,Moderate Conservative,Low,Strongly disagree,Slightly disagree,Very worried,Neutral,Medium
P0828,25-34,Other/Non-binary,Bachelor’s,Tech/IT,US West,Moderate Liberal,Very high,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0829,18-24,Female,Bachelor’s,Public sector,US West,Moderate Liberal,High,Strongly agree,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0830,25-34,Female,High School or less,Farming/Agriculture,US West,Moderate Liberal,Low,Neutral,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0831,45+,Male,Master’s/PhD,Service/Office,Global South,Liberal,High,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0832,35-44,Male,Bachelor’s,Service/Office,US Northeast,Moderate Conservative,Moderate,Strongly agree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0833,45+,Other/Non-binary,Bachelor’s,Education/Academic,US South,Liberal,High,Strongly agree,Neutral,Very worried,Somewhat inactive,Low
P0834,25-34,Female,High School or less,Service/Office,Global South,Liberal,Moderate,Neutral,Strongly agree,Very worried,Neutral,Low
P0835,25-34,Female,High School or less,Service/Office,US South,Conservative,Very low,Slightly disagree,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0836,45+,Female,Master’s/PhD,Tech/IT,Europe-North,Centrist,High,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0837,18-24,Male,Bachelor’s,Construction/Outdoor,Europe-North,Centrist,High,Slightly disagree,Slightly agree,Somewhat worried,Neutral,Medium
P0838,35-44,Other/Non-binary,Master’s/PhD,Environmental/NGO,Global South,Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,Low
P0839,45+,Male,Bachelor’s,Tech/IT,US Northeast,Moderate Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0840,35-44,Male,Master’s/PhD,Public sector,US West,Moderate Conservative,Moderate,Slightly disagree,Strongly agree,Somewhat worried,Neutral,Medium
P0841,25-34,Female,High School or less,Public sector,Global South,Moderate Liberal,High,Slightly disagree,Strongly agree,Very worried,Neutral,High
P0842,25-34,Female,Master’s/PhD,Tech/IT,US South,Conservative,Very low,Slightly agree,Strongly disagree,Very worried,Somewhat inactive,Medium
P0843,45+,Female,Bachelor’s,Construction/Outdoor,Europe-North,Conservative,High,Strongly disagree,Strongly agree,Somewhat worried,Somewhat inactive,High
P0844,45+,Female,Bachelor’s,Education/Academic,Global South,Centrist,High,Slightly agree,Slightly disagree,Very worried,Somewhat inactive,High
P0845,25-34,Female,Bachelor’s,Farming/Agriculture,Global South,Conservative,Very high,Neutral,Slightly agree,Very worried,Neutral,Medium
P0846,35-44,Male,High School or less,Public sector,US South,Centrist,High,Neutral,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0847,25-34,Other/Non-binary,Bachelor’s,Tech/IT,Europe-North,Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,Low
P0848,18-24,Female,Bachelor’s,Public sector,US West,Centrist,Very high,Strongly agree,Neutral,Very worried,Neutral,Medium
P0849,25-34,Male,Master’s/PhD,Education/Academic,US Midwest,Liberal,Very high,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0850,45+,Female,Bachelor’s,Service/Office,US Midwest,Moderate Conservative,Very low,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0851,18-24,Female,High School or less,Construction/Outdoor,US South,Liberal,Low,Neutral,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0852,25-34,Female,High School or less,Education/Academic,US West,Centrist,Moderate,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0853,25-34,Male,Bachelor’s,Education/Academic,US South,Moderate Conservative,Very low,Neutral,Strongly disagree,Somewhat worried,Somewhat inactive,Low
P0854,45+,Female,Bachelor’s,Service/Office,Europe-North,Moderate Liberal,Moderate,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0855,35-44,Male,Master’s/PhD,Tech/IT,Other,Moderate Liberal,Very high,Strongly agree,Strongly agree,Neutral / not very worried,Neutral,Medium
P0856,18-24,Female,Bachelor’s,Education/Academic,US Midwest,Moderate Liberal,Very high,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0857,35-44,Male,Bachelor’s,Service/Office,US Midwest,Moderate Liberal,Moderate,Neutral,Slightly disagree,Very worried,Somewhat inactive,Low
P0858,25-34,Female,High School or less,Manufacturing/Industrial,US Midwest,Moderate Conservative,Moderate,Strongly disagree,Slightly agree,Very worried,Neutral,High
P0859,25-34,Male,Bachelor’s,Manufacturing/Industrial,Europe-North,Conservative,Very low,Strongly disagree,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0860,45+,Other/Non-binary,High School or less,Tech/IT,US Northeast,Liberal,Low,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0861,35-44,Male,Bachelor’s,Service/Office,Europe-North,Centrist,Low,Strongly disagree,Strongly agree,Somewhat worried,Neutral,Medium
P0862,18-24,Male,High School or less,Farming/Agriculture,US South,Moderate Conservative,Moderate,Strongly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0863,45+,Other/Non-binary,Master’s/PhD,Public sector,US South,Moderate Conservative,Very high,Strongly disagree,Strongly agree,Somewhat worried,Neutral,Medium
P0864,45+,Male,High School or less,Construction/Outdoor,US West,Liberal,Low,Slightly agree,Slightly disagree,Not worried at all,Somewhat inactive,Medium
P0865,25-34,Male,Bachelor’s,Tech/IT,Europe-North,Conservative,High,Slightly disagree,Strongly agree,Somewhat worried,Neutral,Medium
P0866,18-24,Female,Master’s/PhD,Tech/IT,Global South,Liberal,Very high,Slightly disagree,Strongly agree,Very worried,Neutral,Medium
P0867,45+,Male,High School or less,Construction/Outdoor,Europe-North,Centrist,Very low,Neutral,Neutral,Somewhat worried,Somewhat inactive,High
P0868,35-44,Other/Non-binary,High School or less,Service/Office,Other,Conservative,Low,Strongly disagree,Strongly agree,Somewhat worried,Neutral,High
P0869,25-34,Female,Bachelor’s,Construction/Outdoor,Global South,Moderate Conservative,High,Slightly disagree,Strongly agree,Very worried,Neutral,Medium
P0870,35-44,Male,Master’s/PhD,Farming/Agriculture,US West,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,High
P0871,35-44,Female,Bachelor’s,Manufacturing/Industrial,US West,Centrist,Moderate,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0872,45+,Male,High School or less,Farming/Agriculture,US South,Liberal,Very high,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0873,18-24,Female,Master’s/PhD,Manufacturing/Industrial,US South,Moderate Conservative,High,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0874,35-44,Female,Bachelor’s,Manufacturing/Industrial,Other,Liberal,High,Strongly agree,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0875,18-24,Female,High School or less,Construction/Outdoor,US South,Liberal,Moderate,Slightly agree,Slightly agree,Somewhat not worried,Somewhat inactive,Medium
P0876,35-44,Male,High School or less,Education/Academic,Europe-North,Conservative,Very low,Slightly disagree,Slightly agree,Very worried,Neutral,High
P0877,25-34,Female,Bachelor’s,Education/Academic,Other,Moderate Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,Low
P0878,45+,Female,Master’s/PhD,Public sector,Europe-North,Liberal,High,Slightly agree,Strongly agree,Not worried at all,Somewhat inactive,Low
P0879,35-44,Male,Bachelor’s,Manufacturing/Industrial,Global South,Conservative,Moderate,Slightly disagree,Strongly agree,Not worried at all,Somewhat inactive,Medium
P0880,45+,Female,Bachelor’s,Public sector,US West,Conservative,Moderate,Neutral,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0881,25-34,Other/Non-binary,High School or less,Farming/Agriculture,Europe-North,Moderate Liberal,Moderate,Strongly agree,Slightly agree,Not worried at all,Somewhat inactive,Low
P0882,25-34,Other/Non-binary,Bachelor’s,Tech/IT,US West,Liberal,Very low,Strongly agree,Slightly disagree,Somewhat worried,Somewhat inactive,Medium
P0883,45+,Male,High School or less,Manufacturing/Industrial,Europe-North,Liberal,High,Strongly agree,Slightly agree,Very worried,Neutral,Medium
P0884,25-34,Male,Master’s/PhD,Tech/IT,Global South,Liberal,Very high,Strongly agree,Strongly disagree,Very worried,Somewhat inactive,Medium
P0885,18-24,Male,Bachelor’s,Service/Office,Global South,Centrist,High,Strongly disagree,Strongly agree,Very worried,Neutral,Medium
P0886,25-34,Female,Bachelor’s,Manufacturing/Industrial,Europe-North,Moderate Conservative,High,Strongly agree,Slightly agree,Somewhat worried,Neutral,High
P0887,35-44,Female,Bachelor’s,Service/Office,Global South,Moderate Liberal,Very high,Strongly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0888,35-44,Male,Bachelor’s,Service/Office,US Northeast,Centrist,Very low,Slightly agree,Strongly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0889,25-34,Female,High School or less,Service/Office,Europe-North,Moderate Liberal,Low,Strongly agree,Slightly agree,Very worried,Neutral,Low
P0890,45+,Female,High School or less,Farming/Agriculture,Global South,Centrist,Moderate,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0891,18-24,Female,Bachelor’s,Education/Academic,US Northeast,Liberal,Very high,Slightly agree,Strongly agree,Very worried,Neutral,Medium
P0892,45+,Male,High School or less,Environmental/NGO,US Northeast,Centrist,Low,Strongly agree,Strongly agree,Neutral / not very worried,Neutral,High
P0893,18-24,Male,Bachelor’s,Education/Academic,US West,Liberal,Very high,Strongly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Low
P0894,35-44,Female,Bachelor’s,Public sector,Europe-North,Moderate Liberal,Moderate,Strongly agree,Neutral,Neutral / not very worried,Somewhat inactive,High
P0895,45+,Female,Bachelor’s,Manufacturing/Industrial,Europe-North,Conservative,Moderate,Slightly disagree,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0896,25-34,Male,High School or less,Service/Office,Europe-North,Liberal,High,Strongly agree,Neutral,Neutral / not very worried,Somewhat inactive,High
P0897,45+,Other/Non-binary,Bachelor’s,Education/Academic,US South,Conservative,Moderate,Strongly disagree,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0898,25-34,Male,Bachelor’s,Service/Office,Global South,Moderate Liberal,Moderate,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0899,25-34,Other/Non-binary,Bachelor’s,Service/Office,US West,Moderate Conservative,Moderate,Strongly disagree,Neutral,Neutral / not very worried,Somewhat inactive,High
P0900,25-34,Other/Non-binary,High School or less,Tech/IT,US West,Liberal,Low,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0901,35-44,Female,Master’s/PhD,Education/Academic,Global South,Liberal,Moderate,Strongly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0902,18-24,Female,High School or less,Public sector,US Northeast,Moderate Conservative,Low,Slightly disagree,Strongly disagree,Somewhat worried,Somewhat inactive,Medium
P0903,25-34,Other/Non-binary,Bachelor’s,Construction/Outdoor,US South,Moderate Liberal,High,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0904,18-24,Female,Bachelor’s,Tech/IT,US South,Moderate Conservative,Low,Slightly agree,Slightly agree,Somewhat worried,Neutral,High
P0905,18-24,Female,Master’s/PhD,Tech/IT,US West,Moderate Conservative,High,Neutral,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0906,18-24,Male,Bachelor’s,Service/Office,US Northeast,Liberal,Moderate,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0907,25-34,Male,Master’s/PhD,Public sector,US South,Moderate Conservative,Very high,Slightly disagree,Neutral,Very worried,Somewhat inactive,Medium
P0908,45+,Other/Non-binary,Bachelor’s,Service/Office,US Northeast,Moderate Conservative,Very high,Neutral,Neutral,Somewhat worried,Somewhat inactive,High
P0909,25-34,Male,High School or less,Education/Academic,US Midwest,Centrist,Low,Slightly disagree,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0910,18-24,Other/Non-binary,Master’s/PhD,Tech/IT,Global South,Liberal,Low,Neutral,Neutral,Somewhat worried,Neutral,High
P0911,35-44,Other/Non-binary,High School or less,Farming/Agriculture,US Northeast,Centrist,Low,Slightly agree,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0912,18-24,Male,Master’s/PhD,Education/Academic,Europe-North,Conservative,Moderate,Slightly disagree,Slightly agree,Very worried,Neutral,Low
P0913,35-44,Male,Bachelor’s,Construction/Outdoor,US West,Conservative,Very low,Neutral,Slightly agree,Somewhat worried,Neutral,High
P0914,25-34,Female,High School or less,Education/Academic,Global South,Moderate Conservative,Low,Strongly disagree,Strongly agree,Neutral / not very worried,Neutral,Low
P0915,18-24,Male,High School or less,Farming/Agriculture,US South,Moderate Conservative,High,Slightly agree,Slightly agree,Somewhat worried,Somewhat inactive,High
P0916,18-24,Male,Bachelor’s,Service/Office,Global South,Moderate Liberal,Low,Strongly agree,Slightly disagree,Somewhat not worried,Somewhat inactive,Low
P0917,25-34,Female,Bachelor’s,Manufacturing/Industrial,Europe-North,Centrist,Very high,Slightly disagree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0918,25-34,Male,Master’s/PhD,Manufacturing/Industrial,Global South,Liberal,High,Slightly agree,Strongly agree,Not worried at all,Somewhat inactive,Medium
P0919,35-44,Female,High School or less,Service/Office,US Northeast,Moderate Liberal,Moderate,Neutral,Strongly agree,Somewhat worried,Neutral,Medium
P0920,35-44,Female,Bachelor’s,Farming/Agriculture,US South,Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0921,18-24,Female,Master’s/PhD,Public sector,Other,Moderate Conservative,High,Slightly disagree,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0922,25-34,Female,Bachelor’s,Farming/Agriculture,US Midwest,Moderate Liberal,Moderate,Slightly agree,Slightly disagree,Somewhat not worried,Not oriented to action,Medium
P0923,35-44,Female,Bachelor’s,Construction/Outdoor,US West,Moderate Conservative,Very low,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0924,18-24,Male,Bachelor’s,Service/Office,US West,Centrist,High,Neutral,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0925,18-24,Female,High School or less,Manufacturing/Industrial,US Midwest,Centrist,Moderate,Slightly agree,Strongly disagree,Somewhat worried,Somewhat inactive,Low
P0926,25-34,Male,Master’s/PhD,Manufacturing/Industrial,Europe-North,Moderate Liberal,Very high,Strongly agree,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0927,18-24,Female,High School or less,Tech/IT,US Northeast,Liberal,Very high,Slightly agree,Slightly agree,Somewhat worried,Somewhat inactive,High
P0928,45+,Male,Bachelor’s,Manufacturing/Industrial,US South,Moderate Conservative,Low,Slightly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0929,18-24,Male,Bachelor’s,Manufacturing/Industrial,US South,Moderate Liberal,Low,Strongly agree,Neutral,Somewhat not worried,Somewhat inactive,High
P0930,25-34,Female,High School or less,Service/Office,Europe-North,Centrist,Very low,Neutral,Slightly agree,Very worried,Neutral,Low
P0931,45+,Male,Bachelor’s,Education/Academic,Europe-North,Moderate Conservative,Moderate,Neutral,Strongly agree,Somewhat worried,Neutral,Low
P0932,18-24,Female,Bachelor’s,Environmental/NGO,US Northeast,Liberal,Low,Strongly agree,Neutral,Somewhat worried,Neutral,Medium
P0933,25-34,Female,Master’s/PhD,Service/Office,US Northeast,Centrist,High,Slightly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0934,25-34,Male,Master’s/PhD,Service/Office,US West,Moderate Conservative,Very high,Slightly agree,Slightly agree,Somewhat not worried,Not oriented to action,Medium
P0935,25-34,Female,Master’s/PhD,Tech/IT,Europe-North,Moderate Liberal,High,Slightly agree,Neutral,Very worried,Neutral,Medium
P0936,45+,Male,Bachelor’s,Construction/Outdoor,US South,Moderate Liberal,High,Strongly agree,Strongly agree,Not worried at all,Somewhat inactive,Medium
P0937,35-44,Female,Master’s/PhD,Public sector,US Northeast,Liberal,Very high,Strongly agree,Neutral,Neutral / not very worried,Somewhat inactive,High
P0938,18-24,Male,Bachelor’s,Environmental/NGO,US Midwest,Conservative,Very low,Strongly disagree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0939,45+,Male,Master’s/PhD,Public sector,Europe-North,Centrist,Very low,Strongly agree,Slightly disagree,Somewhat worried,Somewhat inactive,Medium
P0940,25-34,Male,Master’s/PhD,Manufacturing/Industrial,US West,Liberal,Very high,Slightly agree,Neutral,Somewhat not worried,Somewhat inactive,High
P0941,45+,Female,Bachelor’s,Tech/IT,US West,Moderate Liberal,Moderate,Slightly agree,Slightly disagree,Very worried,Somewhat inactive,Medium
P0942,25-34,Female,Master’s/PhD,Tech/IT,Global South,Moderate Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0943,45+,Other/Non-binary,High School or less,Service/Office,Europe-North,Centrist,Very high,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0944,45+,Male,Master’s/PhD,Environmental/NGO,Global South,Conservative,Moderate,Slightly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0945,18-24,Other/Non-binary,Master’s/PhD,Service/Office,Global South,Liberal,Moderate,Strongly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
